old_sku;new_sku;vendor;name;kind;product;plan;term;unit;variant
JB-PLG-smartchangelist-ai-ORG;JB-ADD-SMARTCA-TEAM-1Y-USER;JetBrains;JetBrains SmartChangelist AI;ADD;SMARTCA;TEAM;1Y;USER;
JB-PLG-smartchangelist-ai-IND;JB-ADD-SMARTCA-IND-1Y-USER;JetBrains;JetBrains SmartChangelist AI (личная);ADD;SMARTCA;IND;1Y;USER;
JB-PLG-smarttomcat-pro-ORG;JB-ADD-SMARTTP-TEAM-1Y-USER;JetBrains;JetBrains SmartTomcat Pro;ADD;SMARTTP;TEAM;1Y;USER;
JB-PLG-smarttomcat-pro-IND;JB-ADD-SMARTTP-IND-1Y-USER;JetBrains;JetBrains SmartTomcat Pro (личная);ADD;SMARTTP;IND;1Y;USER;
JB-PLG-snapshots-for-ai-ORG;JB-ADD-SNAPSHFA-TEAM-1Y-USER;JetBrains;JetBrains Snapshots for AI;ADD;SNAPSHFA;TEAM;1Y;USER;
JB-PLG-snapshots-for-ai-IND;JB-ADD-SNAPSHFA-IND-1Y-USER;JetBrains;JetBrains Snapshots for AI (личная);ADD;SNAPSHFA;IND;1Y;USER;
JB-PLG-snippet-pro-ORG;JB-ADD-SNIPPETPRO-TEAM-1Y-USER;JetBrains;JetBrains Snippet Pro;ADD;SNIPPETPRO;TEAM;1Y;USER;
JB-PLG-snippet-toolkit-for-tailwind-css-ORG;JB-ADD-SNIPPETFTC-TEAM-1Y-USER;JetBrains;JetBrains Snippet Toolkit for Tailwind CSS;ADD;SNIPPETFTC;TEAM;1Y;USER;
JB-PLG-snippet-toolkit-for-tailwind-css-IND;JB-ADD-SNIPPETFTC-IND-1Y-USER;JetBrains;JetBrains Snippet Toolkit for Tailwind CSS (личная);ADD;SNIPPETFTC;IND;1Y;USER;
JB-PLG-solidity-ORG;JB-ADD-SOLIDITY-TEAM-1Y-USER;JetBrains;JetBrains Solidity;ADD;SOLIDITY;TEAM;1Y;USER;
JB-PLG-sonarwhale-ORG;JB-ADD-SONARWHALE-TEAM-1Y-USER;JetBrains;JetBrains Sonarwhale;ADD;SONARWHALE;TEAM;1Y;USER;
JB-PLG-sonarwhale-IND;JB-ADD-SONARWHALE-IND-1Y-USER;JetBrains;JetBrains Sonarwhale (личная);ADD;SONARWHALE;IND;1Y;USER;
JB-PLG-soteri-secret-scanner-IND;JB-ADD-SOTERISS-IND-1Y-USER;JetBrains;JetBrains Soteri Secret Scanner (личная);ADD;SOTERISS;IND;1Y;USER;
JB-PLG-source-code-doc-generation-IND;JB-ADD-SOURCECDG-IND-1Y-USER;JetBrains;JetBrains Source Code Doc Generation (личная);ADD;SOURCECDG;IND;1Y;USER;
JB-PLG-source-synchronizer-pro-IND;JB-ADD-SOURCESP-IND-1Y-USER;JetBrains;JetBrains Source Synchronizer Pro (личная);ADD;SOURCESP;IND;1Y;USER;
JB-PLG-spanish-language-pack-paquete-de-idioma-espa-ol-ORG;JB-ADD-SPANISLPPDIE-TEAM-1Y-USER;JetBrains;JetBrains Spanish Language Pack / Paquete De Idioma Español;ADD;SPANISLPPDIE;TEAM;1Y;USER;
JB-PLG-spanish-language-pack-paquete-de-idioma-espa-ol-IND;JB-ADD-SPANISLPPDIE-IND-1Y-USER;JetBrains;JetBrains Spanish Language Pack / Paquete De Idioma Español (личная);ADD;SPANISLPPDIE;IND;1Y;USER;
JB-PLG-spark-sql-helper-ORG;JB-ADD-SPARKSH-TEAM-1Y-USER;JetBrains;JetBrains Spark SQL Helper;ADD;SPARKSH;TEAM;1Y;USER;
JB-PLG-spark-sql-helper-IND;JB-ADD-SPARKSH-IND-1Y-USER;JetBrains;JetBrains Spark SQL Helper (личная);ADD;SPARKSH;IND;1Y;USER;
JB-PLG-spicedb-toolkit-ORG;JB-ADD-SPICEDT-TEAM-1Y-USER;JetBrains;JetBrains SpiceDB Toolkit;ADD;SPICEDT;TEAM;1Y;USER;
JB-PLG-spicedb-toolkit-IND;JB-ADD-SPICEDT-IND-1Y-USER;JetBrains;JetBrains SpiceDB Toolkit (личная);ADD;SPICEDT;IND;1Y;USER;
JB-PLG-spring-boot-helper-ORG;JB-ADD-SPRINGBH-TEAM-1Y-USER;JetBrains;JetBrains Spring Boot Helper;ADD;SPRINGBH;TEAM;1Y;USER;
JB-PLG-spring-boot-helper-IND;JB-ADD-SPRINGBH-IND-1Y-USER;JetBrains;JetBrains Spring Boot Helper (личная);ADD;SPRINGBH;IND;1Y;USER;
JB-PLG-spring-navigator-ORG;JB-ADD-SPRINGN-TEAM-1Y-USER;JetBrains;JetBrains Spring Navigator;ADD;SPRINGN;TEAM;1Y;USER;
JB-PLG-spring-navigator-IND;JB-ADD-SPRINGN-IND-1Y-USER;JetBrains;JetBrains Spring Navigator (личная);ADD;SPRINGN;IND;1Y;USER;
JB-PLG-spring-property-navigator-ORG;JB-ADD-SPRINGPN-TEAM-1Y-USER;JetBrains;JetBrains Spring Property Navigator;ADD;SPRINGPN;TEAM;1Y;USER;
JB-PLG-spring-property-navigator-IND;JB-ADD-SPRINGPN-IND-1Y-USER;JetBrains;JetBrains Spring Property Navigator (личная);ADD;SPRINGPN;IND;1Y;USER;
JB-PLG-stickynotes-ORG;JB-ADD-STICKYNOTES-TEAM-1Y-USER;JetBrains;JetBrains StickyNotes;ADD;STICKYNOTES;TEAM;1Y;USER;
JB-PLG-stickynotes-IND;JB-ADD-STICKYNOTES-IND-1Y-USER;JetBrains;JetBrains StickyNotes (личная);ADD;STICKYNOTES;IND;1Y;USER;
JB-PLG-structurizr-dsl-IND;JB-ADD-STRUCTD-IND-1Y-USER;JetBrains;JetBrains Structurizr DSL (личная);ADD;STRUCTD;IND;1Y;USER;
JB-PLG-stryker-ORG;JB-ADD-STRYKER-TEAM-1Y-USER;JetBrains;JetBrains Stryker;ADD;STRYKER;TEAM;1Y;USER;
JB-PLG-stryker-IND;JB-ADD-STRYKER-IND-1Y-USER;JetBrains;JetBrains Stryker (личная);ADD;STRYKER;IND;1Y;USER;
JB-PLG-supervisor-IND;JB-ADD-SUPERVISOR-IND-1Y-USER;JetBrains;JetBrains SuperVisor (личная);ADD;SUPERVISOR;IND;1Y;USER;
JB-PLG-svelte-hero-IND;JB-ADD-SVELTEHERO-IND-1Y-USER;JetBrains;JetBrains Svelte Hero (личная);ADD;SVELTEHERO;IND;1Y;USER;
JB-PLG-swisskit-converter-ORG;JB-ADD-SWISSKC-TEAM-1Y-USER;JetBrains;JetBrains SwissKit Converter;ADD;SWISSKC;TEAM;1Y;USER;
JB-PLG-swisskit-converter-IND;JB-ADD-SWISSKC-IND-1Y-USER;JetBrains;JetBrains SwissKit Converter (личная);ADD;SWISSKC;IND;1Y;USER;
JB-PLG-symfony-plugin-ORG;JB-ADD-SYMFONP-TEAM-1Y-USER;JetBrains;JetBrains Symfony Plugin;ADD;SYMFONP;TEAM;1Y;USER;
JB-PLG-symfony-plugin-IND;JB-ADD-SYMFONP-IND-1Y-USER;JetBrains;JetBrains Symfony Plugin (личная);ADD;SYMFONP;IND;1Y;USER;
JB-PLG-system-notifier-ORG;JB-ADD-SYSTEMN-TEAM-1Y-USER;JetBrains;JetBrains System Notifier;ADD;SYSTEMN;TEAM;1Y;USER;
JB-PLG-system-notifier-IND;JB-ADD-SYSTEMN-IND-1Y-USER;JetBrains;JetBrains System Notifier (личная);ADD;SYSTEMN;IND;1Y;USER;
JB-PLG-systemverilog-language-support-IND;JB-ADD-SYSTEMLS-IND-1Y-USER;JetBrains;JetBrains SystemVerilog Language Support (личная);ADD;SYSTEMLS;IND;1Y;USER;
JB-PLG-systemverilog-studio-ORG;JB-ADD-SYSTEMS-TEAM-1Y-USER;JetBrains;JetBrains SystemVerilog Studio;ADD;SYSTEMS;TEAM;1Y;USER;
JB-PLG-systemverilog-studio-IND;JB-ADD-SYSTEMS-IND-1Y-USER;JetBrains;JetBrains SystemVerilog Studio (личная);ADD;SYSTEMS;IND;1Y;USER;
JB-PLG-tldr-ORG;JB-ADD-TLDR-TEAM-1Y-USER;JetBrains;JetBrains TLDR;ADD;TLDR;TEAM;1Y;USER;
JB-PLG-tldr-IND;JB-ADD-TLDR-IND-1Y-USER;JetBrains;JetBrains TLDR (личная);ADD;TLDR;IND;1Y;USER;
JB-PLG-tab-group-manager-IND;JB-ADD-TABGM-IND-1Y-USER;JetBrains;JetBrains Tab Group Manager (личная);ADD;TABGM;IND;1Y;USER;
JB-PLG-tailwind-css-language-support-ORG;JB-ADD-TAILWICLS-TEAM-1Y-USER;JetBrains;JetBrains Tailwind CSS Language Support;ADD;TAILWICLS;TEAM;1Y;USER;
JB-PLG-tailwind-fold-IND;JB-ADD-TAILWINDFOLD-IND-1Y-USER;JetBrains;JetBrains Tailwind Fold (личная);ADD;TAILWINDFOLD;IND;1Y;USER;
JB-PLG-tailwind-manager-ORG;JB-ADD-TAILWIM-TEAM-1Y-USER;JetBrains;JetBrains Tailwind Manager;ADD;TAILWIM;TEAM;1Y;USER;
JB-PLG-tamacat-web-browser-ORG;JB-ADD-TAMACAWB-TEAM-1Y-USER;JetBrains;JetBrains TamaCat Web Browser;ADD;TAMACAWB;TEAM;1Y;USER;
JB-PLG-tamacat-web-browser-IND;JB-ADD-TAMACAWB-IND-1Y-USER;JetBrains;JetBrains TamaCat Web Browser (личная);ADD;TAMACAWB;IND;1Y;USER;
JB-TEAMCITY;JB-LIC-TEAMCITY-TEAM-1Y-USER;JetBrains;JetBrains TeamCity для организаций;LIC;TEAMCITY;TEAM;1Y;USER;
JB-PLG-technical-debt-accountant-ORG;JB-ADD-TECHNIDA-TEAM-1Y-USER;JetBrains;JetBrains Technical Debt Accountant;ADD;TECHNIDA;TEAM;1Y;USER;
JB-PLG-technical-debt-accountant-IND;JB-ADD-TECHNIDA-IND-1Y-USER;JetBrains;JetBrains Technical Debt Accountant (личная);ADD;TECHNIDA;IND;1Y;USER;
JB-PLG-terminal-bridge-ORG;JB-ADD-TERMINB-TEAM-1Y-USER;JetBrains;JetBrains Terminal Bridge;ADD;TERMINB;TEAM;1Y;USER;
JB-PLG-terminal-bridge-IND;JB-ADD-TERMINB-IND-1Y-USER;JetBrains;JetBrains Terminal Bridge (личная);ADD;TERMINB;IND;1Y;USER;
JB-PLG-terminal-pro-ORG;JB-ADD-TERMINALPRO-TEAM-1Y-USER;JetBrains;JetBrains Terminal Pro;ADD;TERMINALPRO;TEAM;1Y;USER;
JB-PLG-terminal-pro-IND;JB-ADD-TERMINALPRO-IND-1Y-USER;JetBrains;JetBrains Terminal Pro (личная);ADD;TERMINALPRO;IND;1Y;USER;
JB-PLG-terminal-safety-rails-ORG;JB-ADD-TERMINSR-TEAM-1Y-USER;JetBrains;JetBrains Terminal Safety Rails;ADD;TERMINSR;TEAM;1Y;USER;
JB-PLG-terminal-safety-rails-IND;JB-ADD-TERMINSR-IND-1Y-USER;JetBrains;JetBrains Terminal Safety Rails (личная);ADD;TERMINSR;IND;1Y;USER;
JB-PLG-test-progress-bar-ORG;JB-ADD-TESTPB-TEAM-1Y-USER;JetBrains;JetBrains Test Progress Bar;ADD;TESTPB;TEAM;1Y;USER;
JB-PLG-test-progress-bar-IND;JB-ADD-TESTPB-IND-1Y-USER;JetBrains;JetBrains Test Progress Bar (личная);ADD;TESTPB;IND;1Y;USER;
JB-PLG-text-highlighter-ORG;JB-ADD-TEXTH-TEAM-1Y-USER;JetBrains;JetBrains Text Highlighter;ADD;TEXTH;TEAM;1Y;USER;
JB-PLG-text-highlighter-IND;JB-ADD-TEXTH-IND-1Y-USER;JetBrains;JetBrains Text Highlighter (личная);ADD;TEXTH;IND;1Y;USER;
JB-PLG-thrift-hero-ORG;JB-ADD-THRIFTHERO-TEAM-1Y-USER;JetBrains;JetBrains Thrift Hero;ADD;THRIFTHERO;TEAM;1Y;USER;
JB-PLG-thrift-hero-IND;JB-ADD-THRIFTHERO-IND-1Y-USER;JetBrains;JetBrains Thrift Hero (личная);ADD;THRIFTHERO;IND;1Y;USER;
JB-PLG-thrift-request-ORG;JB-ADD-THRIFTR-TEAM-1Y-USER;JetBrains;JetBrains Thrift Request;ADD;THRIFTR;TEAM;1Y;USER;
JB-PLG-thrift-request-IND;JB-ADD-THRIFTR-IND-1Y-USER;JetBrains;JetBrains Thrift Request (личная);ADD;THRIFTR;IND;1Y;USER;
JB-PLG-timetracker-x-ORG;JB-ADD-TIMETRACKERX-TEAM-1Y-USER;JetBrains;JetBrains TimeTracker X;ADD;TIMETRACKERX;TEAM;1Y;USER;
JB-PLG-timetracker-x-IND;JB-ADD-TIMETRACKERX-IND-1Y-USER;JetBrains;JetBrains TimeTracker X (личная);ADD;TIMETRACKERX;IND;1Y;USER;
JB-PLG-tokyo-night-dark-theme-ORG;JB-ADD-TOKYONDT-TEAM-1Y-USER;JetBrains;JetBrains Tokyo Night Dark Theme;ADD;TOKYONDT;TEAM;1Y;USER;
JB-PLG-tokyo-night-dark-theme-IND;JB-ADD-TOKYONDT-IND-1Y-USER;JetBrains;JetBrains Tokyo Night Dark Theme (личная);ADD;TOKYONDT;IND;1Y;USER;
JB-PLG-toolkit-for-cloudflare-ORG;JB-ADD-TOOLKIFC-TEAM-1Y-USER;JetBrains;JetBrains Toolkit for Cloudflare;ADD;TOOLKIFC;TEAM;1Y;USER;
JB-PLG-toolkit-for-cloudflare-IND;JB-ADD-TOOLKIFC-IND-1Y-USER;JetBrains;JetBrains Toolkit for Cloudflare (личная);ADD;TOOLKIFC;IND;1Y;USER;
JB-PLG-toolset-ORG;JB-ADD-TOOLSET-TEAM-1Y-USER;JetBrains;JetBrains Toolset;ADD;TOOLSET;TEAM;1Y;USER;
JB-PLG-toolset-IND;JB-ADD-TOOLSET-IND-1Y-USER;JetBrains;JetBrains Toolset (личная);ADD;TOOLSET;IND;1Y;USER;
JB-PLG-turkish-language-pack-ide-nin-t-rk-e-ye-yerelle--IND;JB-ADD-TURKISLPINTR-IND-1Y-USER;JetBrains;JetBrains Turkish Language Pack / IDE'nin Türkçe'ye Yerelleştirilmesi (личная);ADD;TURKISLPINTR;IND;1Y;USER;
JB-PLG-ultimate-progress-bar-ORG;JB-ADD-ULTIMAPB-TEAM-1Y-USER;JetBrains;JetBrains Ultimate Progress Bar;ADD;ULTIMAPB;TEAM;1Y;USER;
JB-PLG-ultimate-progress-bar-IND;JB-ADD-ULTIMAPB-IND-1Y-USER;JetBrains;JetBrains Ultimate Progress Bar (личная);ADD;ULTIMAPB;IND;1Y;USER;
JB-PLG-unicode-guard-ORG;JB-ADD-UNICODEGUARD-TEAM-1Y-USER;JetBrains;JetBrains Unicode Guard;ADD;UNICODEGUARD;TEAM;1Y;USER;
JB-PLG-unicode-guard-IND;JB-ADD-UNICODEGUARD-IND-1Y-USER;JetBrains;JetBrains Unicode Guard (личная);ADD;UNICODEGUARD;IND;1Y;USER;
JB-PLG-vhdl-language-support-ORG;JB-ADD-VHDLLS-TEAM-1Y-USER;JetBrains;JetBrains VHDL Language Support;ADD;VHDLLS;TEAM;1Y;USER;
JB-PLG-vhdl-language-support-IND;JB-ADD-VHDLLS-IND-1Y-USER;JetBrains;JetBrains VHDL Language Support (личная);ADD;VHDLLS;IND;1Y;USER;
JB-PLG-vscode-icons-ORG;JB-ADD-VSCODEICONS-TEAM-1Y-USER;JetBrains;JetBrains VSCode Icons;ADD;VSCODEICONS;TEAM;1Y;USER;
JB-PLG-vscode-icons-IND;JB-ADD-VSCODEICONS-IND-1Y-USER;JetBrains;JetBrains VSCode Icons (личная);ADD;VSCODEICONS;IND;1Y;USER;
JB-PLG-verilog-language-support-ORG;JB-ADD-VERILOLS-TEAM-1Y-USER;JetBrains;JetBrains Verilog Language Support;ADD;VERILOLS;TEAM;1Y;USER;
JB-PLG-verilog-language-support-IND;JB-ADD-VERILOLS-IND-1Y-USER;JetBrains;JetBrains Verilog Language Support (личная);ADD;VERILOLS;IND;1Y;USER;
JB-PLG-visual-github-actions-ORG;JB-ADD-VISUALGA-TEAM-1Y-USER;JetBrains;JetBrains Visual GitHub Actions;ADD;VISUALGA;TEAM;1Y;USER;
JB-PLG-visual-github-actions-IND;JB-ADD-VISUALGA-IND-1Y-USER;JetBrains;JetBrains Visual GitHub Actions (личная);ADD;VISUALGA;IND;1Y;USER;
JB-PLG-vue-js-pro-ORG;JB-ADD-VUEJSPRO-TEAM-1Y-USER;JetBrains;JetBrains Vue.js Pro;ADD;VUEJSPRO;TEAM;1Y;USER;
JB-PLG-vue-js-pro-IND;JB-ADD-VUEJSPRO-IND-1Y-USER;JetBrains;JetBrains Vue.js Pro (личная);ADD;VUEJSPRO;IND;1Y;USER;
JB-PLG-vulnspeed-gpu-accelerated-sast-ORG;JB-ADD-VULNSPGAS-TEAM-1Y-USER;JetBrains;JetBrains VulnSpeed - GPU-Accelerated SAST;ADD;VULNSPGAS;TEAM;1Y;USER;
JB-PLG-vulnspeed-gpu-accelerated-sast-IND;JB-ADD-VULNSPGAS-IND-1Y-USER;JetBrains;JetBrains VulnSpeed - GPU-Accelerated SAST (личная);ADD;VULNSPGAS;IND;1Y;USER;
JB-WEBSTORM-IND;JB-LIC-WEBSTORM-IND-1Y-USER;JetBrains;JetBrains WebStorm (личная лицензия);LIC;WEBSTORM;IND;1Y;USER;
JB-WEBSTORM-ORG;JB-LIC-WEBSTORM-TEAM-1Y-USER;JetBrains;JetBrains WebStorm для организаций;LIC;WEBSTORM;TEAM;1Y;USER;
JB-PLG-wiremocha-IND;JB-ADD-WIREMOCHA-IND-1Y-USER;JetBrains;JetBrains WireMocha (личная);ADD;WIREMOCHA;IND;1Y;USER;
JB-PLG-wolfram-language-ORG;JB-ADD-WOLFRAL-TEAM-1Y-USER;JetBrains;JetBrains Wolfram Language;ADD;WOLFRAL;TEAM;1Y;USER;
JB-PLG-wolfram-language-IND;JB-ADD-WOLFRAL-IND-1Y-USER;JetBrains;JetBrains Wolfram Language (личная);ADD;WOLFRAL;IND;1Y;USER;
JB-PLG-xml-key-finder-ORG;JB-ADD-XMLKEYFINDER-TEAM-1Y-USER;JetBrains;JetBrains XML Key Finder;ADD;XMLKEYFINDER;TEAM;1Y;USER;
JB-PLG-xml-key-finder-IND;JB-ADD-XMLKEYFINDER-IND-1Y-USER;JetBrains;JetBrains XML Key Finder (личная);ADD;XMLKEYFINDER;IND;1Y;USER;
JB-PLG-xsd-wsdl-visualizer-ORG;JB-ADD-XSDWV-TEAM-1Y-USER;JetBrains;JetBrains XSD / WSDL Visualizer;ADD;XSDWV;TEAM;1Y;USER;
JB-PLG-xsd-wsdl-visualizer-IND;JB-ADD-XSDWV-IND-1Y-USER;JetBrains;JetBrains XSD / WSDL Visualizer (личная);ADD;XSDWV;IND;1Y;USER;
JB-PLG-xsd-to-json-schema-IND;JB-ADD-XSDTJS-IND-1Y-USER;JetBrains;JetBrains XSD to JSON Schema (личная);ADD;XSDTJS;IND;1Y;USER;
JB-PLG-yaml-key-finder-ORG;JB-ADD-YAMLKF-TEAM-1Y-USER;JetBrains;JetBrains YAML Key Finder;ADD;YAMLKF;TEAM;1Y;USER;
JB-PLG-yaml-key-finder-IND;JB-ADD-YAMLKF-IND-1Y-USER;JetBrains;JetBrains YAML Key Finder (личная);ADD;YAMLKF;IND;1Y;USER;
JB-PLG-yamlhelper-ORG;JB-ADD-YAMLHELPER-TEAM-1Y-USER;JetBrains;JetBrains YamlHelper;ADD;YAMLHELPER;TEAM;1Y;USER;
JB-PLG-yamlhelper-IND;JB-ADD-YAMLHELPER-IND-1Y-USER;JetBrains;JetBrains YamlHelper (личная);ADD;YAMLHELPER;IND;1Y;USER;
JB-PLG-yamlhelper-mybatis-ORG;JB-ADD-YAMLHEM-TEAM-1Y-USER;JetBrains;JetBrains YamlHelper MyBatis;ADD;YAMLHEM;TEAM;1Y;USER;
JB-PLG-yaoqiang-bpmn-editor-ORG;JB-ADD-YAOQIABE-TEAM-1Y-USER;JetBrains;JetBrains Yaoqiang BPMN Editor;ADD;YAOQIABE;TEAM;1Y;USER;
JB-PLG-yaoqiang-bpmn-editor-IND;JB-ADD-YAOQIABE-IND-1Y-USER;JetBrains;JetBrains Yaoqiang BPMN Editor (личная);ADD;YAOQIABE;IND;1Y;USER;
JB-PLG-yara-hero-ORG;JB-ADD-YARAHERO-TEAM-1Y-USER;JetBrains;JetBrains Yara Hero;ADD;YARAHERO;TEAM;1Y;USER;
JB-PLG-yara-hero-IND;JB-ADD-YARAHERO-IND-1Y-USER;JetBrains;JetBrains Yara Hero (личная);ADD;YARAHERO;IND;1Y;USER;
JB-PLG-yii2-framework-support-ORG;JB-ADD-YII2FS-TEAM-1Y-USER;JetBrains;JetBrains Yii2 Framework Support;ADD;YII2FS;TEAM;1Y;USER;
JB-PLG-yii2-framework-support-IND;JB-ADD-YII2FS-IND-1Y-USER;JetBrains;JetBrains Yii2 Framework Support (личная);ADD;YII2FS;IND;1Y;USER;
JB-PLG-yiisoft-framework-ORG;JB-ADD-YIISOFF-TEAM-1Y-USER;JetBrains;JetBrains Yiisoft Framework;ADD;YIISOFF;TEAM;1Y;USER;
JB-PLG-yiisoft-framework-IND;JB-ADD-YIISOFF-IND-1Y-USER;JetBrains;JetBrains Yiisoft Framework (личная);ADD;YIISOFF;IND;1Y;USER;
JB-PLG-yimi-crud-for-mybatis-IND;JB-ADD-YIMICFM-IND-1Y-USER;JetBrains;JetBrains Yimi Crud for MyBatis (личная);ADD;YIMICFM;IND;1Y;USER;
JB-PLG-ymlhelper-IND;JB-ADD-YMLHELPER-IND-1Y-USER;JetBrains;JetBrains YmlHelper (личная);ADD;YMLHELPER;IND;1Y;USER;
JB-YOUTRACK;JB-LIC-YOUTRACK-TEAM-1Y-USER;JetBrains;JetBrains YouTrack для организаций;LIC;YOUTRACK;TEAM;1Y;USER;
JB-PLG-zenuml-support-ORG;JB-ADD-ZENUMLS-TEAM-1Y-USER;JetBrains;JetBrains ZenUML Support;ADD;ZENUMLS;TEAM;1Y;USER;
JB-PLG-zenuml-support-IND;JB-ADD-ZENUMLS-IND-1Y-USER;JetBrains;JetBrains ZenUML Support (личная);ADD;ZENUMLS;IND;1Y;USER;
JB-PLG-zero-trust-enterprise-secret-guardian-ORG;JB-ADD-ZEROTESG-TEAM-1Y-USER;JetBrains;JetBrains Zero-Trust Enterprise Secret Guardian;ADD;ZEROTESG;TEAM;1Y;USER;
JB-PLG-zero-trust-enterprise-secret-guardian-IND;JB-ADD-ZEROTESG-IND-1Y-USER;JetBrains;JetBrains Zero-Trust Enterprise Secret Guardian (личная);ADD;ZEROTESG;IND;1Y;USER;
JB-PLG-commit-template-ORG;JB-ADD-COMMITT-TEAM-1Y-USER;JetBrains;JetBrains commit-template;ADD;COMMITT;TEAM;1Y;USER;
JB-PLG-commit-template-IND;JB-ADD-COMMITT-IND-1Y-USER;JetBrains;JetBrains commit-template (личная);ADD;COMMITT;IND;1Y;USER;
JB-DOTULTIMATE-IND;JB-LIC-DOTULTIMATE-IND-1Y-USER;JetBrains;JetBrains dotUltimate (личная лицензия);LIC;DOTULTIMATE;IND;1Y;USER;
JB-DOTULTIMATE-ORG;JB-LIC-DOTULTIMATE-TEAM-1Y-USER;JetBrains;JetBrains dotUltimate для организаций;LIC;DOTULTIMATE;TEAM;1Y;USER;
JB-PLG-epaper-theme-ORG;JB-ADD-EPAPERTHEME-TEAM-1Y-USER;JetBrains;JetBrains ePaper Theme;ADD;EPAPERTHEME;TEAM;1Y;USER;
JB-PLG-epaper-theme-IND;JB-ADD-EPAPERTHEME-IND-1Y-USER;JetBrains;JetBrains ePaper Theme (личная);ADD;EPAPERTHEME;IND;1Y;USER;
JB-PLG-i18n-translate-pro-jvm-ORG;JB-ADD-I18NTPJ-TEAM-1Y-USER;JetBrains;JetBrains i18n Translate Pro: JVM;ADD;I18NTPJ;TEAM;1Y;USER;
JB-PLG-i18n-translate-pro-jvm-IND;JB-ADD-I18NTPJ-IND-1Y-USER;JetBrains;JetBrains i18n Translate Pro: JVM (личная);ADD;I18NTPJ;IND;1Y;USER;
JB-PLG-i18n-translate-pro-web-ORG;JB-ADD-I18NTPW-TEAM-1Y-USER;JetBrains;JetBrains i18n Translate Pro: Web;ADD;I18NTPW;TEAM;1Y;USER;
JB-PLG-i18n-translate-pro-web-IND;JB-ADD-I18NTPW-IND-1Y-USER;JetBrains;JetBrains i18n Translate Pro: Web (личная);ADD;I18NTPW;IND;1Y;USER;
JB-PLG-jqexpress-ORG;JB-ADD-JQEXPRESS-TEAM-1Y-USER;JetBrains;JetBrains jqExpress;ADD;JQEXPRESS;TEAM;1Y;USER;
JB-PLG-jqexpress-IND;JB-ADD-JQEXPRESS-IND-1Y-USER;JetBrains;JetBrains jqExpress (личная);ADD;JQEXPRESS;IND;1Y;USER;
JB-PLG-k6-ORG;JB-ADD-K6-TEAM-1Y-USER;JetBrains;JetBrains k6;ADD;K6;TEAM;1Y;USER;
JB-PLG-k6-IND;JB-ADD-K6-IND-1Y-USER;JetBrains;JetBrains k6 (личная);ADD;K6;IND;1Y;USER;
JB-PLG-kotlin-parameter-object-ORG;JB-ADD-KOTLINPO-TEAM-1Y-USER;JetBrains;JetBrains kotlin-parameter-object;ADD;KOTLINPO;TEAM;1Y;USER;
JB-PLG-kotlin-parameter-object-IND;JB-ADD-KOTLINPO-IND-1Y-USER;JetBrains;JetBrains kotlin-parameter-object (личная);ADD;KOTLINPO;IND;1Y;USER;
JB-PLG-leetcode-editor-pro-ORG;JB-ADD-LEETCOEP-TEAM-1Y-USER;JetBrains;JetBrains leetcode-editor-pro;ADD;LEETCOEP;TEAM;1Y;USER;
JB-PLG-leetcode-editor-pro-IND;JB-ADD-LEETCOEP-IND-1Y-USER;JetBrains;JetBrains leetcode-editor-pro (личная);ADD;LEETCOEP;IND;1Y;USER;
JB-PLG-polybpmn-plugin-ORG;JB-ADD-POLYBPP-TEAM-1Y-USER;JetBrains;JetBrains polybpmn-plugin;ADD;POLYBPP;TEAM;1Y;USER;
JB-PLG-polybpmn-plugin-IND;JB-ADD-POLYBPP-IND-1Y-USER;JetBrains;JetBrains polybpmn-plugin (личная);ADD;POLYBPP;IND;1Y;USER;
JB-PLG-restructuredtext-pro-ORG;JB-ADD-RESTRUP-TEAM-1Y-USER;JetBrains;JetBrains reStructuredText Pro;ADD;RESTRUP;TEAM;1Y;USER;
JB-PLG-restructuredtext-pro-IND;JB-ADD-RESTRUP-IND-1Y-USER;JetBrains;JetBrains reStructuredText Pro (личная);ADD;RESTRUP;IND;1Y;USER;
JB-PLG-shadcn-helper-IND;JB-ADD-SHADCNHELPER-IND-1Y-USER;JetBrains;JetBrains shadcn Helper (личная);ADD;SHADCNHELPER;IND;1Y;USER;
JB-PLG-xmcode-generator-ORG;JB-ADD-XMCODEG-TEAM-1Y-USER;JetBrains;JetBrains xmCode Generator;ADD;XMCODEG;TEAM;1Y;USER;
JB-PLG-xmcode-generator-IND;JB-ADD-XMCODEG-IND-1Y-USER;JetBrains;JetBrains xmCode Generator (личная);ADD;XMCODEG;IND;1Y;USER;
JB-PLG-yqexpress-IND;JB-ADD-YQEXPRESS-IND-1Y-USER;JetBrains;JetBrains yqExpress (личная);ADD;YQEXPRESS;IND;1Y;USER;
KLING-PREMIER;KLNG-LIC-PREMIER-UNI-1Y-USER;Kling AI;Kling AI Premier;LIC;PREMIER;UNI;1Y;USER;
KLING-PRO;KLNG-LIC-PRO-UNI-1Y-USER;Kling AI;Kling AI Pro;LIC;PRO;UNI;1Y;USER;
KLING-STANDARD;KLNG-LIC-STANDARD-UNI-1Y-USER;Kling AI;Kling AI Standard;LIC;STANDARD;UNI;1Y;USER;
