path,page_type,tier,gips,likely_cause,google_state,google_crawled,google_indexed,google_last_crawl,google_impressions,google_clicks,google_position,google_serp_position,yandex_state,yandex_excluded_reason,yandex_position,yandex_query,lastmod
/vendors/wondershare,vendor,TIER 3,61,I: конкурентная выдача,Submitted and indexed,True,True,2026-08-31,4,0,1,,in_search,,,,
/vendors/zeplin,vendor,TIER 3,61,H: authority/entity,Submitted and indexed,True,True,2026-08-29,1,0,58,,in_search,,,,
/product/framer-pro,product,TIER 3,60,H: authority/entity,Submitted and indexed,True,True,2026-07-04,0,0,,,in_search,,4,как купить framer pro в россии,
/product/recraft-team,product,TIER 3,60,H: authority/entity,Submitted and indexed,True,True,2026-07-05,0,0,,,in_search,,5,recraft оплата для ип,
/product/spine-pro,product,TIER 3,60,H: authority/entity,Submitted and indexed,True,True,2026-07-05,0,0,,,in_search,,4,ключ программы spine professional купить,
/blog/kak-kupit-zarubezhnoe-po-dlya-yurlica,blog_post,TIER 3,59,H: authority/entity,Submitted and indexed,True,True,2026-06-28,0,0,,,in_search,,3,оплата зарубежного по для юр лица документы,2026-06-27
/product/adobe-substance-team,product,TIER 3,58,H: authority/entity,Submitted and indexed,True,True,2026-07-06,8,0,85.8,,in_search,,,,
/product/prfrc-p4-cloud,product,TIER 3,58,H: authority/entity,Submitted and indexed,True,True,2026-07-04,28,0,56.1,,in_search,,,,
/catalog/ai/audio,category,TIER 3,57,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,
/catalog/ai/code,category,TIER 3,57,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,
/catalog/ai/enterprise,category,TIER 3,57,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/catalog/ai/image,category,TIER 3,57,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/catalog/ai/marketing,category,TIER 3,57,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/catalog/ai/office,category,TIER 3,57,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,
/catalog/ai/text,category,TIER 3,57,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/catalog/ai/video,category,TIER 3,57,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/catalog/architecture,category,TIER 3,57,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/catalog/endpoint,category,TIER 3,57,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/catalog/gift-cards,category,TIER 3,57,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,
/catalog/helpdesk,category,TIER 3,57,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/catalog/iam,category,TIER 3,57,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/catalog/media,category,TIER 3,57,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/catalog/web,category,TIER 3,57,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/catalog/design,category,TIER 3,56,I: конкурентная выдача,Submitted and indexed,True,True,2026-08-25,1,0,1,,in_search,,,,
/catalog/engineering,category,TIER 3,56,I: конкурентная выдача,Submitted and indexed,True,True,2026-08-26,4,0,2,,in_search,,,,
/product/ableton-live-intro,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/ableton-live-standard,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/ableton-live-suite,product,TIER 3,54,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-adv-3vm,product,TIER 3,54,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-adv-server,product,TIER 3,54,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-adv-vhost,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-adv-ws,product,TIER 3,54,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-backup-adv-3vm,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-backup-adv-email-5,product,TIER 3,54,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-backup-adv-gws-5,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-backup-adv-server,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-backup-adv-vhost,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-backup-adv-ws,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-standard-3vm,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-standard-server,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-standard-vhost,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-standard-win-ess,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/acronis-cp-standard-ws,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/adobe-animate,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/adobe-audition,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/adobe-cc-pro,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/adobe-cc-pro-team,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/adobe-cc-std,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/adobe-dw,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/adobe-express-team,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/adobe-ff-enterprise,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-04
/product/adobe-ff-teams,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-04
/product/adobe-incopy,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/adobe-photo,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/adobe-single-team,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/adobe-stock-10,product,TIER 3,54,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,
/product/adsk-motionbuilder,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/adsk-mudbox,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/airalo-gift-card,product,TIER 3,54,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,2026-09-05
/product/anthropic-team-premium,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-04
/product/anydesk-advanced,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/anydesk-namespace,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/anydesk-solo,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/anydesk-standard,product,TIER 3,54,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,2026-09-03
/product/app-store-itunes-gift-card,product,TIER 3,54,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,2026-09-05
/product/binance-btc-gift-card,product,TIER 3,54,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,2026-09-05
/product/binance-usdc-gift-card,product,TIER 3,54,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,2026-09-05
/product/binance-usdt-gift-card,product,TIER 3,54,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,2026-09-05
/product/bitdefender-gravityzone-business,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/bitdefender-gravityzone-premium,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/bitdefender-premium-security-family,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/bitdefender-total-security-family,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
/product/bitdefender-ultimate-security-family,product,TIER 3,54,A: URL discovery,URL is unknown to Google,False,False,,0,0,,,in_search,,,,2026-09-03
/product/boris-sapphire-sub,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,
/product/box-business,product,TIER 3,54,B: crawl scheduling,Discovered - currently not indexed,False,False,,0,0,,,in_search,,,,2026-09-03
